x;y;z;E;n;objname;pgc;al2000;de2000;r
-23;2;14;1;1;PGC1922517;1922517;11,5880685;30,8920603;626773,877443766
-20;27;20;1;1;PGC1924381;1924381;8,4342736;30,9343595;887850,832276368
-33;17;22;1;1;PGC1924526;1924526;10,1911097;30,9375354;979890,69806014
-13;23;16;1;1;PGC1924661;1924661;8,0095596;30,9413092;724680,881597507
-30;5;18;1;1;PGC1924833;1924833;11,3485396;30,9452776;821989,429760334
-34;3;20;1;1;PGC1926437;1926437;11,5917774;30,9831388;899699,566069182
-36;8;22;1;0;PGC1927145;1927145;11,095088;31,0006164;981686,081160931
-23;5;14;1;1;PGC1927772;1927772;11,1650359;31,0147675;636208,356032619
-31;7;19;1;1;PGC1928415;1928415;11,0818895;31,0287757;858895,615387718
-19;19;16;1;0;PGC1928622;1928622;9,0163499;31,0325187;726618,554194919
-15;20;15;1;1;PGC1928748;1928748;8,49994;31,0354774;688159,158453692
-24;4;14;1;1;PGC1928739;1928739;11,3364106;31,0352934;642162,498195032
-30;2;18;1;0;PGC1928946;1928946;11,7279552;31,0399893;810341,227176377
-25;19;19;1;1;PGC1929583;1929583;9,5660217;31,0540522;846854,001121428
-23;23;20;1;1;PGC1929807;1929807;8,9953354;31,0588272;882118,576660991
-19;32;22;1;1;PGC1929867;1929867;8,032449;31,0602982;997180,869158739
-36;8;22;1;0;PGC1930011;1930011;11,1432152;31,0631572;983831,5105392
-12;20;14;1;1;PGC1930116;1930116;8,0342632;31,0660778;639951,683217073
-24;21;19;1;1;PGC1930139;1930139;9,2389129;31,067072;860544,596777547
-24;21;19;1;1;PGC1930749;1930749;9,1967639;31,0802957;860551,348876201
-23;29;22;1;0;PGC1930907;1930907;8,5929015;31,0836168;999322,435198048
-28;5;17;1;0;PGC1930827;1930827;11,2520194;31,0818552;757956,00193428
-30;1;18;1;1;PGC1931195;1931195;11,7705152;31,0897567;814244,154108653
-19;19;16;1;0;PGC1931448;1931448;8,913849;31,0955285;724673,533282232
-23;24;20;1;1;PGC1931398;1931398;8,9175288;31,0944686;905289,783113833
-23;12;15;1;1;PGC1931847;1931847;10,1207121;31,1043312;692150,372221398
-24;1;14;1;1;PGC1931865;1931865;11,8152332;31,1046328;649866,047854126
-16;19;15;1;0;PGC1932276;1932276;8,6248943;31,1135451;664939,262693245
-23;12;15;1;1;PGC1932294;1932294;10,0888462;31,1138053;695822,364019295
-17;18;15;1;1;PGC1932753;1932753;8,924384;31,1235639;678568,883919177
-24;21;19;1;1;PGC1932864;1932864;9,2853187;31,1261443;856525,136953521
-13;20;14;1;1;PGC1933177;1933177;8,1818544;31,1333463;653293,379695269
-14;19;14;1;1;PGC1933589;1933589;8,3981238;31,1421787;643672,297382744
-36;8;22;1;0;PGC1934086;1934086;11,1548378;31,1540628;987619,772912718
-36;9;22;1;1;PGC1934581;1934581;11,0502451;31,164573;995327,351353509
-19;32;22;1;1;PGC1934783;1934783;8,0241988;31,1696475;999264,672467584
-23;3;14;1;0;PGC1935622;1935622;11,4562469;31,1877541;628432,488530152
-21;30;22;1;0;PGC1936336;1936336;8,3156128;31,20265;983615,38835779
-16;19;15;1;0;PGC1936686;1936686;8,7119532;31,2105729;661198,010314742
-20;26;20;1;0;PGC1936768;1936768;8,4838382;31,2129814;887801,330088002
-14;19;14;1;1;PGC1936995;1936995;8,397363;31,2174213;643627,987348204
-18;20;16;1;1;PGC1937138;1937138;8,7844893;31,2204984;724749,779301464
-19;20;17;1;1;PGC1937563;1937563;8,9564658;31,2299554;745986,522115203
-22;29;22;1;1;PGC1937769;1937769;8,551113;31,2346234;975564,022487024
-29;8;18;1;1;PGC1938067;1938067;10,8837818;31,2406361;802569,05412656
-22;13;15;1;0;PGC1938361;1938361;9,8420756;31,2467789;688196,547646799
-21;15;15;1;0;PGC1938467;1938467;9,6159827;31,2490509;682506,764431509
-16;18;14;1;1;PGC1938632;1938632;8,7761858;31,2528951;645652,440636342
-23;16;17;1;0;PGC1938754;1938754;9,6819495;31,2555123;769484,143151094
-19;32;23;1;1;PGC1938921;1938921;8,0823434;31,2595155;998896,173878753
-22;25;21;1;0;PGC1939626;1939626;8,7635096;31,2750619;913154,95812836
-23;5;14;1;1;PGC1940093;1940093;11,1128791;31,2854833;640178,618350041
-23;5;14;1;1;PGC1940221;1940221;11,1707165;31,2880165;643814,294695772
-22;27;21;1;1;PGC1940589;1940589;8,6379794;31,2962949;942521,319057333
-25;21;20;1;1;PGC1940857;1940857;9,2805831;31,3019753;877888,309060783
-28;3;17;1;1;PGC1941007;1941007;11,5451014;31,3049679;769320,154706465
-23;28;22;1;1;PGC1941373;1941373;8,6042995;31,3134798;963809,217006901
-15;20;15;1;1;PGC1941923;1941923;8,5165138;31,3253318;672563,057234522
-15;19;15;1;0;PGC1942673;1942673;8,5169;31,3416457;666981,381591448
-20;16;16;1;1;PGC1942700;1942700;9,4074396;31,3423688;711222,900445219
-23;5;14;1;1;PGC1943134;1943134;11,0801272;31,351824;645787,854510137
-24;21;20;1;0;PGC1943146;1943146;9,2564655;31,3520025;870362,791027209
-24;21;19;1;1;PGC1943499;1943499;9,2490258;31,3598536;854697,140745963
-30;7;18;1;0;PGC1943554;1943554;11,0313246;31,3613211;818111,831674756
-32;16;22;1;1;PGC1943629;1943629;10,1884955;31,3628928;971970,194613558
-23;5;14;1;1;PGC1943789;1943789;11,0510626;31,3669458;640155,958421581
-20;31;22;1;0;PGC1944202;1944202;8,2018716;31,3754453;993320,437605278
-22;28;22;1;0;PGC1944352;1944352;8,561563;31,3788109;953921,013144707
-23;24;20;1;1;PGC1944508;1944508;8,9454381;31,3821164;899541,575846334
-18;18;15;1;1;PGC1944911;1944911;9,0641342;31,3910748;684256,438239821
-20;30;22;1;0;PGC1945064;1945064;8,2113351;31,394304;969602,754711206
-23;5;14;1;1;PGC1945137;1945137;11,100539;31,3959273;638157,932751982
-23;5;14;1;1;PGC1945284;1945284;11,1016289;31,3989544;642121,344702111
-22;28;22;1;0;PGC1945338;1945338;8,55528;31,4002003;969738,651645341
-22;12;15;1;1;PGC1945419;1945419;10,0963562;31,4013614;682541,912373278
-22;7;14;1;1;PGC1946306;1946306;10,8297884;31,4205688;626456,709089272
-22;27;21;1;1;PGC1946487;1946487;8,6747151;31,4241569;932824,083680371
-22;12;15;1;1;PGC1947312;1947312;10,0861852;31,4407281;688218,633230861
-24;17;18;1;1;PGC1947823;1947823;9,6683338;31,4523408;783059,197478661
-21;15;16;1;0;PGC1948292;1948292;9,6711227;31,4619599;703516,996990015
-17;23;18;1;0;PGC1948567;1948567;8,440262;31,4677199;778865,710845162
-25;27;22;1;1;PGC1948761;1948761;8,8883531;31,471738;991234,952917262
-30;2;18;1;0;PGC1949613;1949613;11,7413489;31,48907;806433,680829609
-20;29;21;1;1;PGC1950011;1950011;8,3088587;31,4962178;944505,713936534
-28;9;18;1;0;PGC1950356;1950356;10,816208;31,5035368;802505,05127785
-22;26;21;1;1;PGC1951324;1951324;8,7008603;31,5231179;920716,753122711
-30;6;18;1;1;PGC1951495;1951495;11,148829;31,5270539;815991,379092397
-30;17;21;1;1;PGC1951685;1951685;9,9410087;31,5309498;924882,766308035
-23;26;21;1;0;PGC1953036;1953036;8,8259323;31,5594002;938458,790730568
-17;20;16;1;1;PGC1953407;1953407;8,7368613;31,5670742;707459,57177192
-22;13;16;1;1;PGC1953580;1953580;9,957002;31,5708475;705698,256348466
-31;8;19;1;0;PGC1953771;1953771;11,0372211;31,5742753;856645,093651403
-22;8;14;1;0;PGC1953987;1953987;10,7071084;31,5786008;640152,07985588
-19;16;15;1;1;PGC1954430;1954430;9,312458;31,5879373;676522,617318222
-26;3;16;1;1;PGC1955018;1955018;11,447959;31,6003403;707626,838974912
-22;26;21;1;1;PGC1955293;1955293;8,7034314;31,6060266;921117,251534924
-21;15;16;1;0;PGC1955379;1955379;9,6449293;31,6078116;690063,899585142
-23;15;17;1;1;PGC1955537;1955537;9,7586879;31,6109048;753911,725461245
-23;28;22;1;1;PGC1955921;1955921;8,5803582;31,6186326;973894,748762995
-23;5;14;1;1;PGC1956109;1956109;11,0725668;31,622115;642096,982682098
-21;29;22;1;0;PGC1956202;1956202;8,4031872;31,6238031;961758,520146353
-30;4;19;1;1;PGC1956305;1956305;11,4335607;31,6258046;823854,487279366
-30;4;19;1;1;PGC1956636;1956636;11,4659035;31,632405;823877,308786611
-17;18;15;1;1;PGC1957199;1957199;8,9331597;31,6438443;684270,573659648
-30;7;19;1;1;PGC1958103;1958103;11,0538739;31,6634228;819810,356223689
-30;2;18;1;0;PGC1958716;1958716;11,7264336;31,6764741;804318,508573393
-29;8;18;1;1;PGC1959206;1959206;10,8726244;31,6859261;808195,660679646
-24;23;21;1;1;PGC1959329;1959329;9,131917;31,6889072;903373,289928414
-22;12;15;1;1;PGC1959453;1959453;10,0993551;31,6910381;670899,297358065
-15;19;15;1;0;PGC1959871;1959871;8,5976825;31,6998029;664926,355436218
-31;7;19;1;1;PGC1959997;1959997;11,074798;31,7021598;851165,478848918
-12;19;14;1;1;PGC1960064;1960064;8,1590315;31,70346;611009,186930482
-25;27;23;1;0;PGC1960314;1960314;8,8975847;31,7085643;995151,887781111
-24;20;19;1;0;PGC1960462;1960462;9,3376012;31,7119296;837404,262724094
-23;26;21;1;0;PGC1960486;1960486;8,7922669;31,7123928;928806,152878687
-24;19;19;1;0;PGC1960971;1960971;9,4807699;31,7213706;833450,196596439
-35;9;23;1;0;PGC1961096;1961096;10,9779297;31,7236364;987681,539181749
-36;8;23;1;1;PGC1961188;1961188;11,1701871;31,7255656;987616,700165742
-21;8;14;1;1;PGC1961676;1961676;10,4666204;31,7346088;609273,72261662
-29;7;18;1;1;PGC1962218;1962218;11,060468;31,7438091;794527,45299864
-20;26;20;1;0;PGC1962580;1962580;8,5661807;31,7506488;884044,022656555
-23;22;20;1;1;PGC1964548;1964548;9,0596058;31,7894943;862406,82778646
-15;19;15;1;0;PGC1964635;1964635;8,632347;31,7915205;653400,126143802
-30;0;19;1;1;PGC1965115;1965115;11,9373172;31,8004241;819913,864386836
-22;24;20;1;1;PGC1965237;1965237;8,8208313;31,8026363;895613,769224424
-24;20;19;1;0;PGC1965862;1965862;9,3240126;31,8151372;843230,357703742
-23;5;15;1;1;PGC1966144;1966144;11,117933;31,8206278;643841,79852609
-18;31;22;1;0;PGC1967035;1967035;8,0290951;31,8383725;953895,138112317
-22;18;17;1;1;PGC1967359;1967359;9,4066193;31,8454057;765490,924268153
-23;23;20;1;1;PGC1967527;1967527;8,992474;31,8474658;889790,509311576
-21;29;22;1;0;PGC1968072;1968072;8,3944821;31,8583415;952216,211445768
-21;15;16;1;0;PGC1968184;1968184;9,5997162;31,8608612;699813,2016036
-22;26;21;1;1;PGC1968621;1968621;8,6852823;31,8691699;907287,848095434
-20;29;22;1;0;PGC1969267;1969267;8,3574403;31,8816668;955970,401460089
-23;5;15;1;1;PGC1969534;1969534;11,1268298;31,8873476;653500,453817962
-31;8;20;1;0;PGC1970128;1970128;11,0072948;31,8983715;870561,30116158
-15;18;15;1;0;PGC1970299;1970299;8,6773923;31,9019673;653337,697085393
-22;25;21;1;0;PGC1970371;1970371;8,7962111;31,9031838;905294,597878534
-23;25;21;1;1;PGC1970499;1970499;8,8842083;31,9052877;921107,464464042
-35;10;23;1;0;PGC1971190;1971190;10,9330402;31,9196173;991460,334241981
-24;11;16;1;1;PGC1971647;1971647;10,3782634;31,9304513;722899,126170948
-20;29;22;1;0;PGC1971983;1971983;8,3611217;31,9377259;955963,547174232
-33;4;21;1;1;PGC1972213;1972213;11,5304594;31,942602;897823,138457855
-21;15;16;1;0;PGC1972531;1972531;9,6132409;31,948729;705659,735891746
-24;20;19;1;0;PGC1973634;1973634;9,3441897;31,9716629;845107,010964555
-16;18;15;1;1;PGC1973975;1973975;8,801252;31,9781919;643681,529407868
-15;18;15;1;0;PGC1974141;1974141;8,6808718;31,9814932;649661,075878001
-22;24;20;1;1;PGC1975115;1975115;8,840649;31,9994428;868508,930840175
-23;25;21;1;1;PGC1975587;1975587;8,7947277;32,0084701;924716,611929655
-22;12;15;1;1;PGC1976147;1976147;10,0844128;32,0190445;676595,771492957
-30;1;19;1;0;PGC1976230;1976230;11,8432308;32,0206753;815994,720003117
-19;11;14;1;1;PGC1976318;1976318;10,0252483;32,0221828;605437,551158566
-23;26;22;1;1;PGC1976485;1976485;8,7866442;32,0252803;934790,848041867
-18;20;17;1;0;PGC1976926;1976926;8,7795185;32,0315545;726637,894014155
-21;15;16;1;0;PGC1977146;1977146;9,6062717;32,0386325;695815,292854975
-23;25;21;1;1;PGC1979356;1979356;8,7960499;32,0832991;917143,056692832
-21;26;21;1;1;PGC1979496;1979496;8,6797315;32,0857183;905367,392031939
-20;15;16;1;1;PGC1979684;1979684;9,5076649;32,0897526;692122,231072496
-35;3;22;1;1;PGC1980322;1980322;11,6340411;32,1014621;952562,827485134
-18;17;15;1;1;PGC1980678;1980678;9,1690267;32,1096481;676470,558394542
-18;17;16;1;1;PGC1980851;1980851;9,1394849;32,1129669;686082,347581041
-36;8;23;1;1;PGC1981333;1981333;11,1316923;32,122515;995342,517776816
-22;26;21;1;1;PGC1981868;1981868;8,6456821;32,1332201;922734,545806304
-18;15;15;1;0;PGC1983337;1983337;9,3884094;32,161873;638063,106994234
-18;31;22;1;0;PGC1984167;1984167;8,0086469;32,1778404;954266,689219563
-23;25;21;1;1;PGC1984722;1984722;8,8111495;32,1883877;922777,221831216
-32;17;22;1;1;PGC1984818;1984818;10,0911212;32,1899173;971977,460171687
-29;9;19;1;0;PGC1985139;1985139;10,8423682;32,1956509;821673,828998499
-17;18;16;1;0;PGC1985265;1985265;8,9297635;32,1975707;688167,904099756
-23;4;14;1;0;PGC1986378;1986378;11,2176386;32,2186216;628675,609452397
-18;17;16;1;1;PGC1986637;1986637;9,1622352;32,2243412;682432,792011832
-31;6;20;1;1;PGC1988023;1988023;11,2717828;32,2502163;854806,122679173
-18;17;16;1;1;PGC1988144;1988144;9,1482157;32,2530194;686068,612445663
-24;19;19;1;0;PGC1988366;1988366;9,4766789;32,2575459;841092,105867838
-29;22;23;1;1;PGC1989331;1989331;9,5516158;32,2768763;991352,101417894
-22;3;14;1;1;PGC1989519;1989519;11,4207826;32,2798822;611164,202296346
-23;14;17;1;0;PGC1989910;1989910;9,8485299;32,2903327;732476,440593142
-19;31;23;1;1;PGC1990942;1990942;8,1585809;32,3112243;991234,33641945
-34;3;21;1;0;PGC1991651;1991651;11,648831;32,3260692;924977,862367782
-18;18;16;1;0;PGC1991707;1991707;9,0228606;32,3278058;686030,680166673
-30;5;19;1;0;PGC1991854;1991854;11,2791267;32,331218;823771,769913074
-22;26;21;1;1;PGC1991930;1991930;8,6982136;32,3332718;917188,643741258
-22;26;22;1;1;PGC1992449;1992449;8,6858049;32,3439887;932755,632003577
-30;8;20;1;1;PGC1992560;1992560;10,9161994;32,345721;856678,181790911
-23;23;21;1;0;PGC1992750;1992750;8,9655416;32,34889;893639,530365638
-15;21;16;1;1;PGC1992811;1992811;8,4406692;32,3506036;697572,197706557
-28;8;19;1;0;PGC1993097;1993097;10,8585332;32,3561602;804261,471603751
-24;24;21;1;0;PGC1993475;1993475;8,9759641;32,3643889;915243,399635517
-22;4;14;1;1;PGC1993656;1993656;11,1970821;32,3678687;620732,850439678
-22;4;14;1;1;PGC1993947;1993947;11,1966927;32,3748947;619041,617211948
-23;22;20;1;1;PGC1994570;1994570;9,1271685;32,388392;874120,838044257
-22;26;21;1;1;PGC1994928;1994928;8,6816146;32,3961597;917212,442554305
-24;20;20;1;1;PGC1995361;1995361;9,3141916;32,4042107;854703,313856783
-23;27;22;1;0;PGC1995688;1995688;8,6891838;32,4118579;950233,576761317
-22;26;22;1;1;PGC1995888;1995888;8,6803457;32,4169965;926799,657284555
-21;15;16;1;0;PGC1996589;1996589;9,6427571;32,4315687;695795,405975823
-17;22;18;1;1;PGC1997387;1997387;8,5824971;32,4488005;757839,054849697
-21;21;19;1;0;PGC1998292;1998292;9,0065966;32,465686;823671,183087792
-35;7;23;1;1;PGC2000087;2000087;11,2001974;32,5064794;980001,121526675
-13;18;14;1;1;PGC2000366;2000366;8,4288525;32,5129676;624639,811602375
-37;3;23;1;1;PGC2000488;2000488;11,5994169;32,5150596;997533,720997015
-32;8;21;1;0;PGC2000431;2000431;11,0826927;32,5137026;901624,26453856
-29;7;19;1;0;PGC2001207;2001207;11,0270229;32,5310798;810249,067216918
-18;28;21;1;1;PGC2001414;2001414;8,2406383;32,53615;899470,061978283
-22;23;20;1;1;PGC2001659;2001659;8,9436208;32,5417709;874162,227437142
-33;14;23;1;1;PGC2001818;2001818;10,3844439;32,5452322;968180,133862968
-21;9;14;1;0;PGC2002028;2002028;10,4343266;32,5502548;613010,616166386
-29;5;19;1;0;PGC2002369;2002369;11,2548055;32,5573304;800476,917890121
-29;7;19;1;0;PGC2002554;2002554;10,9998582;32,5616947;814191,065673306
-22;12;16;1;0;PGC2002710;2002710;10,1402085;32,5645523;690082,974318333
-18;17;16;1;1;PGC2003225;2003225;9,1487672;32,5758651;676494,65078472
-19;19;17;1;0;PGC2003462;2003462;9,020582;32,5815659;738224,498202564
-20;28;22;1;1;PGC2003598;2003598;8,4144029;32,5847003;932730,584113579
-23;23;21;1;0;PGC2003824;2003824;8,9363181;32,5898207;887919,532660887
-28;9;19;1;0;PGC2004116;2004116;10,744729;32,5966728;806387,174511493
-17;24;19;1;0;PGC2004240;2004240;8,3866167;32,5996898;811903,561242464
-23;23;21;1;0;PGC2004419;2004419;8,9673477;32,6039817;893720,124789592
-30;5;20;1;0;PGC2004615;2004615;11,2777768;32,6075157;837511,168312108
-22;24;21;1;0;PGC2005029;2005029;8,8276517;32,6173008;897603,898996977
-23;21;20;1;0;PGC2005052;2005052;9,1798455;32,6176842;862448,506535955
-30;5;20;1;0;PGC2005183;2005183;11,2911841;32,6209845;841209,50889603
-20;19;17;1;1;PGC2005160;2005160;9,0260485;32,6203514;751907,327655852
-36;8;23;1;1;PGC2005390;2005390;11,0938114;32,6252957;995316,827984463
-20;11;15;1;1;PGC2005606;2005606;10,0446355;32,6304342;628602,186442701
-22;24;21;1;0;PGC2005788;2005788;8,9044292;32,6345949;886015,323809644
-18;16;16;1;0;PGC2005927;2005927;9,2176471;32,6365267;678626,707939209
-20;16;17;1;0;PGC2006449;2006449;9,4437885;32,6489921;715344,932979321
-22;25;21;1;0;PGC2006711;2006711;8,7323751;32,6544839;911201,203634007
-23;25;22;1;1;PGC2006940;2006940;8,8978113;32,6596277;922790,486805264
-23;25;22;1;1;PGC2007051;2007051;8,8517329;32,6617956;922785,872857992
-23;23;21;1;0;PGC2007322;2007322;8,9438609;32,6682652;891753,427398172
-23;13;17;1;1;PGC2007430;2007430;10,0494745;32,669721;717226,88094177
-28;21;23;1;0;PGC2007619;2007619;9,525677;32,675315;969796,948003758
-23;25;22;1;1;PGC2007758;2007758;8,8253375;32,6775575;920813,444016102
-21;22;20;1;0;PGC2007811;2007811;8,9207485;32,679205;845033,19014437
-37;2;23;1;0;PGC2008276;2008276;11,7871128;32,6898796;993657,182518326
-18;17;16;1;1;PGC2008463;2008463;9,1020688;32,694276;682445,589611747
-22;6;14;1;1;PGC2009775;2009775;10,9352382;32,7248896;613027,654060435
-29;7;19;1;0;PGC2010090;2010090;11,0122052;32,7319037;819879,272716421
-18;17;16;1;1;PGC2010694;2010694;9,1066002;32,7475718;695820,596214741
-30;4;19;1;1;PGC2011231;2011231;11,4876812;32,7605932;823817,145721823
-23;23;21;1;0;PGC2011423;2011423;9,0462457;32,7654196;882155,0683892
-30;6;20;1;1;PGC2011864;2011864;11,2149869;32,7748792;835411,697187095
-29;6;19;1;1;PGC2012440;2012440;11,2191296;32,7903182;818089,934844721
-29;6;19;1;1;PGC2012883;2012883;11,221296;32,8021019;812123,280523405
-21;16;17;1;0;PGC2012980;2012980;9,4276223;32,8038908;720999,511531185
-17;25;20;1;1;PGC2013313;2013313;8,269319;32,8136141;835127,231261649
-15;17;15;1;0;PGC2014060;2014060;8,8001846;32,8332448;632147,589070136
-22;6;15;1;1;PGC2014189;2014189;10,8847448;32,8370066;636182,787816562
-19;13;15;1;1;PGC2014405;2014405;9,7366118;32,8427452;628602,387028652
-36;3;23;1;0;PGC2014569;2014569;11,6188742;32,8465589;974209,603609518
-22;23;21;1;1;PGC2014792;2014792;8,9565339;32,8536079;879864,060404487
-33;2;21;1;1;PGC2014957;2014957;11,7142955;32,8578514;909566,58338449
-28;12;20;1;0;PGC2015048;2015048;10,4472261;32,8603861;831648,399857284
-22;12;16;1;0;PGC2015224;2015224;10,0347188;32,8646991;680420,039333534
-21;20;19;1;1;PGC2015459;2015459;9,0723145;32,8710546;802409,951276236
-19;27;21;1;0;PGC2015585;2015585;8,3900888;32,8741157;903316,759027389
-23;25;22;1;1;PGC2015760;2015760;8,8552772;32,8779355;921162,447471684
-22;24;21;1;0;PGC2015846;2015846;8,8267049;32,8799778;880200,096166202
-22;3;14;1;1;PGC2016311;2016311;11,375213;32,8927853;613065,845884263
-18;27;21;1;0;PGC2016511;2016511;8,2139231;32,8975413;881740,900805128
-17;28;21;1;0;PGC2016766;2016766;8,0989593;32,904724;897530,562006798
-23;21;20;1;0;PGC2016933;2016933;9,1530236;32,9089646;864317,580933877
-23;22;20;1;1;PGC2017479;2017479;9,1099059;32,9231078;864334,3958781
-20;16;16;1;1;PGC2017654;2017654;9,3262621;32,9279966;703462,291602356
-36;0;23;1;0;PGC2017734;2017734;11,9146334;32,9304058;987723,643006732
-22;3;14;1;1;PGC2018005;2018005;11,3722898;32,9373485;605597,039487442
-23;22;21;1;0;PGC2017927;2017927;9,0277553;32,9359047;877971,698491547
-23;24;22;1;1;PGC2018172;2018172;8,8611633;32,9415013;911206,047904647
-22;21;20;1;1;PGC2018921;2018921;9,0754755;32,9647175;845069,567857612
-19;16;16;1;1;PGC2019111;2019111;9,3335169;32,9697568;694002,229879889
-30;3;19;1;1;PGC2019749;2019749;11,6029042;32,9881403;823888,201315344
-29;6;19;1;1;PGC2020045;2020045;11,2196248;32,9972166;804313,945318113
-21;12;16;1;0;PGC2020491;2020491;10,0051977;33,0099553;668907,103751104
-25;18;20;1;1;PGC2020502;2020502;9,6034039;33,0102703;843241,487727422
-19;18;17;1;0;PGC2020729;2020729;9,0828298;33,0163254;728556,797625974
-22;13;16;1;1;PGC2020832;2020832;9,8724024;33,0194957;697941,822935244
-22;13;17;1;0;PGC2020898;2020898;9,9849891;33,0218542;709455,324911109
-23;22;21;1;0;PGC2021365;2021365;9,0715864;33,0357415;876088,095873144
-14;21;17;1;1;PGC2021486;2021486;8,2889747;33,0398431;705577,110261358
-18;17;16;1;1;PGC2022219;2022219;9,107009;33,0652369;686108,511265145
-23;22;21;1;0;PGC2022272;2022272;9,0800278;33,067044;891797,555652796
-22;25;22;1;1;PGC2022687;2022687;8,8355707;33,0804706;913262,897701017
-21;12;16;1;0;PGC2023393;2023393;9,9980561;33,103015;678684,757631493
-23;22;21;1;0;PGC2023353;2023353;9,1044196;33,1018222;877940,322391401
-25;17;20;1;1;PGC2023536;2023536;9,6440737;33,1073674;829443,652933642
-26;8;17;1;0;PGC2023637;2023637;10,7523026;33,111071;740234,530785307
-35;9;24;1;0;PGC2023782;2023782;11,0401368;33,1158055;989746,198245148
-23;11;17;1;1;PGC2024202;2024202;10,236894;33,1304943;701706,756081008
-23;22;21;1;0;PGC2024173;2024173;9,078898;33,129233;885948,147908303
-23;22;21;1;0;PGC2024390;2024390;9,1209327;33,1370159;872318,841138672
-34;8;23;1;1;PGC2024511;2024511;11,082868;33,1400599;948463,700631425
-23;24;22;1;1;PGC2024611;2024611;8,8689353;33,1435296;911306,079357419
-29;7;20;1;0;PGC2024790;2024790;11,0891817;33,149999;825556,171547172
-18;17;16;1;1;PGC2024896;2024896;9,1345909;33,1538223;678580,318484726
-36;0;23;1;0;PGC2024972;2024972;11,9254852;33,1565552;973832,041062726
-18;17;16;1;1;PGC2025397;2025397;9,1235181;33,1710989;680396,677246697
-13;18;15;1;0;PGC2025914;2025914;8,4090677;33,1893973;624416,984961287
-27;9;18;1;0;PGC2026160;2026160;10,7722955;33,1987112;781088,327975539
-22;3;14;1;1;PGC2026877;2026877;11,3609251;33,2258085;601582,380496506
-22;12;16;1;0;PGC2027030;2027030;10,1106482;33,2307308;688229,129846951
-19;30;23;1;0;PGC2028057;2028057;8,1709758;33,2704291;967974,472341427
-20;19;18;1;1;PGC2028259;2028259;9,0991757;33,2781557;744022,067611126
-22;23;21;1;1;PGC2028491;2028491;8,9227762;33,2868672;879867,369906391
-23;21;21;1;1;PGC2028902;2028902;9,1580371;33,3019046;868534,814979229
-23;21;21;1;1;PGC2028975;2028975;9,1153837;33,3053678;862446,341306909
-34;7;23;1;1;PGC2029087;2029087;11,2021754;33,3100532;962408,458170747
-23;22;21;1;0;PGC2029155;2029155;9,1211512;33,312576;870405,652813847
-21;6;15;1;1;PGC2029467;2029467;10,8353241;33,3247496;619051,106555873
-35;7;23;1;1;PGC2029495;2029495;11,2020811;33,3257283;973749,84531495
-11;19;14;1;1;PGC2029690;2029690;8,0953042;33,3340701;609139,017665227
-22;13;17;1;0;PGC2030240;2030240;10,015348;33,357357;707558,799953232
-21;22;20;1;0;PGC2030408;2030408;8,8779509;33,3643322;841042,668903905
-22;24;22;1;0;PGC2030596;2030596;8,8235545;33,372689;907353,698476339
-23;22;21;1;0;PGC2030972;2030972;9,0913686;33,3886196;889809,46075527
-19;16;17;1;0;PGC2031084;2031084;9,3176471;33,3927651;697672,097745623
-22;2;15;1;0;PGC2031946;2031946;11,5559387;33,4335324;621031,863453693
-19;16;17;1;0;PGC2032111;2032111;9,3108235;33,4415187;695850,208125927
-20;16;17;1;0;PGC2032278;2032278;9,3492254;33,4483681;715020,79598169
-27;10;19;1;0;PGC2032309;2032309;10,5329463;33,4501022;788970,635906659
-30;13;21;1;1;PGC2032382;2032382;10,4169602;33,4536956;893865,959283204
-19;10;14;1;1;PGC2032448;2032448;10,0702566;33,4568946;609269,43917234
-24;21;21;1;0;PGC2032530;2032530;9,2340115;33,4605934;868551,98110124
-24;21;21;1;0;PGC2032622;2032622;9,2334345;33,4652557;866223,334059351
-29;4;19;1;1;PGC2033015;2033015;11,4779323;33,4836552;815996,004976063
-35;6;23;1;0;PGC2033057;2033057;11,2692932;33,486004;967897,502167227
-19;19;18;1;0;PGC2033387;2033387;9,0009781;33,5036415;744024,893161978
-23;15;18;1;1;PGC2033484;2033484;9,716089;33,5074126;759516,413978256
-33;5;22;1;1;PGC2033718;2033718;11,4275137;33,5175428;923020,954494342
-18;29;22;1;1;PGC2033973;2033973;8,1724538;33,5303129;936414,100875127
-35;0;23;1;1;PGC2034000;2034000;11,9039619;33,5315749;970063,448570984
-23;21;21;1;1;PGC2034079;2034079;9,2355521;33,534954;862551,908878257
-25;16;20;1;1;PGC2034140;2034140;9,7899196;33,5386381;825521,359598054
-23;25;22;1;1;PGC2034296;2034296;8,7940378;33,5454277;932797,575668902
-15;17;15;1;0;PGC2034413;2034413;8,8184463;33,551921;626613,666615679
-18;16;16;1;0;PGC2034541;2034541;9,1771379;33,5585446;676474,645375583
-34;7;23;1;1;PGC2034691;2034691;11,1551356;33,5661556;962063,107529662
-22;2;15;1;0;PGC2035624;2035624;11,5186985;33,6118252;611197,402208003
-27;20;23;1;1;PGC2035830;2035830;9,5620126;33,6213229;940500,033470869
-33;8;22;1;0;PGC2035978;2035978;11,0806304;33,6298324;927004,412832724
-31;0;20;1;0;PGC2036037;2036037;11,9295961;33,6328801;843445,590244934
-18;18;17;1;1;PGC2036101;2036101;9,0382244;33,6370601;695756,298429492
