x;y;z;E;n
-38;6;38;0;1
-38;7;12;0;1
-38;7;14;0;1
-38;7;18;0;1
-38;7;23;0;1
-38;7;25;0;1
-38;7;30;0;1
-38;7;31;0;1
-38;7;32;0;1
-38;7;33;1;1
-38;7;38;0;1
-38;8;13;0;1
-38;8;15;1;1
-38;8;16;1;1
-38;8;18;1;1
-38;8;19;0;1
-38;8;22;1;1
-38;8;23;0;1
-38;8;24;1;1
-38;8;26;0;1
-38;8;29;1;1
-38;8;32;0;1
-38;8;33;0;1
-38;8;35;0;1
-38;8;37;0;1
-38;9;14;1;1
-38;9;16;1;1
-38;9;17;0;1
-38;9;21;1;1
-38;9;22;0;1
-38;9;23;0;1
-38;9;24;0;1
-38;9;28;1;1
-38;9;30;0;1
-38;9;31;0;1
-38;9;33;0;1
-38;9;35;0;1
-38;9;37;0;1
-38;10;13;1;1
-38;10;14;1;1
-38;10;16;1;1
-38;10;20;1;1
-38;10;22;0;1
-38;10;28;1;1
-38;10;30;1;1
-38;10;31;0;1
-38;10;37;0;1
-38;10;38;1;1
-38;11;12;1;1
-38;11;13;0;1
-38;11;14;0;1
-38;11;15;0;1
-38;11;17;0;1
-38;11;19;1;1
-38;11;21;1;1
-38;11;23;1;1
-38;11;25;1;1
-38;11;26;0;1
-38;11;27;1;1
-38;11;28;1;1
-38;11;29;0;1
-38;11;33;1;1
-38;11;34;0;1
-38;11;35;0;1
-38;11;36;0;1
-38;11;39;0;1
-38;12;21;1;1
-38;12;22;1;1
-38;12;25;0;1
-38;12;27;0;1
-38;12;36;1;1
-38;12;39;1;1
-38;13;12;1;1
-38;13;15;0;1
-38;13;19;1;1
-38;13;22;1;1
-38;13;23;1;1
-38;13;28;0;1
-38;13;31;0;1
-38;13;32;0;1
-38;13;33;0;1
-38;13;34;0;1
-38;13;35;0;1
-38;13;37;0;1
-38;13;38;0;1
-37;-13;12;0;1
-37;-13;13;0;1
-37;-13;17;0;1
-37;-13;19;1;1
-37;-13;20;0;1
-37;-13;21;1;1
-37;-13;22;1;1
-37;-13;24;0;1
-37;-13;25;0;1
-37;-13;26;0;1
-37;-13;27;0;1
-37;-13;31;0;1
-37;-13;33;1;1
-37;-13;34;1;1
-37;-12;12;0;1
-37;-12;13;0;1
-37;-12;14;1;1
-37;-12;17;0;1
-37;-12;21;1;1
-37;-12;23;1;1
-37;-12;24;0;1
-37;-12;25;0;1
-37;-12;26;1;1
-37;-12;30;0;1
-37;-12;32;0;1
-37;-12;33;0;1
-37;-12;36;0;1
-37;-12;38;0;1
-37;-11;13;0;1
-37;-11;14;1;1
-37;-11;15;0;1
-37;-11;17;0;1
-37;-11;18;0;1
-37;-11;23;1;1
-37;-11;24;0;1
-37;-11;25;0;1
-37;-11;27;0;1
-37;-11;29;0;1
-37;-11;30;0;1
-37;-11;34;0;1
-37;-11;36;0;1
-37;-10;12;1;1
-37;-10;14;1;1
-37;-10;17;1;1
-37;-10;21;1;1
-37;-10;26;0;1
-37;-10;27;0;1
-37;-10;28;1;1
-37;-10;32;0;1
-37;-10;36;0;1
-37;-9;13;1;1
-37;-9;17;1;1
-37;-9;18;0;1
-37;-9;19;0;1
-37;-9;21;1;1
-37;-9;25;0;1
-37;-9;26;0;1
-37;-9;27;0;1
-37;-9;29;1;1
-37;-9;31;0;1
-37;-9;34;0;1
-37;-9;35;1;1
-37;-9;37;0;1
-37;-9;38;0;1
-37;-9;39;0;1
-37;-8;12;1;1
-37;-8;17;0;1
-37;-8;22;1;1
-37;-8;24;0;1
-37;-8;25;1;1
-37;-8;26;0;1
-37;-8;29;0;1
-37;-8;31;0;1
-37;-8;34;0;1
-37;-8;36;0;1
-37;-8;39;0;1
-37;-7;12;0;1
-37;-7;16;0;1
-37;-7;21;0;1
-37;-7;23;1;1
-37;-7;27;1;1
-37;-7;28;1;1
-37;-7;30;1;1
-37;-7;31;0;1
-37;-7;34;0;1
-37;-7;35;1;1
-37;-7;36;0;1
-37;-7;37;0;1
-37;-7;38;0;1
-37;-6;17;0;1
-37;-6;19;0;1
-37;-6;20;0;1
-37;-6;28;1;1
-37;-6;29;0;1
-37;-6;30;1;1
-37;-6;32;1;1
-37;-6;34;0;1
-37;-6;35;0;1
-37;-6;37;0;1
-37;-5;12;0;1
-37;-5;15;0;1
-37;-5;16;1;1
-37;-5;17;1;1
-37;-5;18;1;1
-37;-5;19;1;1
-37;-5;22;0;1
-37;-5;23;1;1
-37;-5;24;1;1
-37;-5;28;0;1
-37;-5;29;1;1
-37;-5;31;0;1
-37;-5;32;1;1
-37;-5;38;0;1
-37;-5;39;0;1
-37;-4;12;1;1
-37;-4;13;0;1
-37;-4;16;0;1
-37;-4;17;1;1
-37;-4;27;1;1
-37;-4;28;0;1
-37;-4;29;0;1
-37;-4;30;0;1
-37;-4;32;0;1
-37;-4;35;1;1
-37;-4;36;0;1
-37;-4;37;0;1
-37;-4;39;0;1
-37;-3;12;0;1
-37;-3;14;1;1
-37;-3;16;1;1
-37;-3;18;0;1
-37;-3;20;0;1
-37;-3;24;0;1
-37;-3;27;1;1
-37;-3;30;0;1
-37;-3;33;0;1
-37;-3;35;0;1
-37;-3;36;0;1
-37;-3;37;0;1
-37;-3;39;0;1
-37;-2;14;0;1
-37;-2;15;1;1
-37;-2;16;0;1
-37;-2;18;0;1
-37;-2;20;0;1
-37;-2;21;1;1
-37;-2;22;1;1
-37;-2;23;0;1
-37;-2;28;1;1
-37;-2;30;1;1
-37;-2;31;1;1
-37;-2;32;1;1
-37;-2;35;1;1
-37;-1;15;1;1
-37;-1;21;0;1
-37;-1;23;1;1
-37;-1;24;0;1
-37;-1;25;0;1
-37;-1;26;0;1
-37;-1;29;0;1
-37;-1;32;0;1
-37;-1;38;0;1
-37;0;14;0;1
-37;0;16;0;1
-37;0;17;0;1
-37;0;18;1;1
-37;0;21;1;1
-37;0;24;1;1
-37;0;28;1;1
-37;0;30;1;1
-37;0;31;0;1
-37;0;35;0;1
-37;0;37;0;1
-37;0;39;0;1
-37;1;14;0;1
-37;1;15;1;1
-37;1;16;1;1
-37;1;17;1;1
-37;1;18;0;1
-37;1;19;0;1
-37;1;20;1;1
-37;1;21;0;1
-37;1;24;0;1
-37;1;29;0;1
-37;1;32;0;1
-37;1;33;0;1
-37;1;37;1;1
-37;2;13;0;1
-37;2;14;0;1
-37;2;16;1;1
-37;2;20;1;1
-37;2;25;0;1
-37;2;27;1;1
-37;2;29;1;1
-37;2;33;0;1
-37;2;34;0;1
-37;2;37;0;1
-37;2;38;1;1
-37;2;39;0;1
-37;3;13;1;1
-37;3;15;1;1
-37;3;16;1;1
-37;3;20;1;1
-37;3;22;1;1
-37;3;26;0;1
-37;3;32;0;1
-37;3;34;0;1
-37;3;35;1;1
-37;4;12;1;1
-37;4;14;0;1
-37;4;16;1;1
-37;4;20;1;1
-37;4;22;0;1
-37;4;24;0;1
-37;4;30;1;1
-37;4;32;1;1
-37;4;33;0;1
-37;4;35;0;1
-37;4;38;0;1
-37;4;39;0;1
-37;5;12;1;1
-37;5;15;0;1
-37;5;17;0;1
-37;5;18;1;1
-37;5;22;1;1
-37;5;23;0;1
-37;5;25;0;1
-37;5;26;1;1
-37;5;28;1;1
-37;5;29;1;1
-37;5;30;0;1
-37;5;34;1;1
-37;5;35;0;1
-37;5;39;0;1
-37;6;16;1;1
-37;6;19;1;1
-37;6;20;1;1
-37;6;21;1;1
-37;6;22;1;1
-37;6;24;1;1
-37;6;26;1;1
-37;6;30;1;1
-37;6;34;1;1
-37;6;35;0;1
-37;6;37;0;1
-37;6;38;0;1
-37;6;39;0;1
-37;7;12;0;1
-37;7;19;1;1
-37;7;21;1;1
-37;7;24;0;1
-37;7;25;0;1
-37;7;26;1;1
-37;7;27;1;1
-37;7;31;0;1
-37;7;32;1;1
-37;7;34;0;1
-37;7;36;0;1
-37;7;39;1;1
-37;8;17;1;1
-37;8;18;1;1
-37;8;20;0;1
-37;8;22;0;1
-37;8;23;1;1
-37;8;27;1;1
-37;8;28;1;1
-37;8;29;0;1
-37;8;31;0;1
-37;8;33;1;1
-37;8;34;1;1
-37;8;38;0;1
-37;9;12;0;1
-37;9;14;1;1
-37;9;16;1;1
-37;9;17;0;1
-37;9;18;0;1
-37;9;21;1;1
-37;9;24;1;1
-37;9;25;1;1
-37;9;26;1;1
-37;9;29;0;1
-37;9;31;1;1
-37;9;33;0;1
-37;9;34;1;1
-37;10;12;1;1
-37;10;13;1;1
-37;10;15;0;1
-37;10;16;0;1
-37;10;18;0;1
-37;10;20;0;1
-37;10;23;1;1
-37;10;25;0;1
-37;10;26;1;1
-37;10;28;1;1
-37;10;29;0;1
-37;10;31;0;1
-37;10;32;0;1
-37;10;34;0;1
-37;10;36;0;1
-37;10;39;0;1
-37;11;16;0;1
-37;11;21;0;1
-37;11;22;1;1
-37;11;24;1;1
-37;11;27;1;1
-37;11;30;0;1
-37;11;31;1;1
-37;11;32;0;1
-37;11;33;0;1
-37;11;34;1;1
-37;11;36;0;1
-37;12;13;1;1
-37;12;14;0;1
-37;12;15;0;1
-37;12;18;1;1
-37;12;19;1;1
-37;12;20;0;1
-37;12;21;0;1
-37;12;22;0;1
-37;12;24;1;1
-37;12;25;1;1
-37;12;31;1;1
-37;12;32;0;1
-37;12;33;0;1
-37;12;37;0;1
-37;12;38;0;1
-37;13;23;1;1
-37;13;26;0;1
-37;13;29;0;1
-37;13;30;0;1
-37;13;33;0;1
-37;13;36;0;1
-37;13;37;1;1
-36;-13;12;1;1
-36;-13;13;1;1
-36;-13;15;0;1
-36;-13;23;0;1
-36;-13;25;0;1
-36;-13;26;1;1
-36;-13;27;0;1
-36;-13;30;1;1
-36;-13;31;0;1
-36;-13;32;0;1
-36;-13;35;1;1
-36;-13;36;0;1
-36;-13;38;1;1
-36;-12;12;0;1
-36;-12;14;0;1
-36;-12;16;1;1
-36;-12;17;0;1
-36;-12;18;1;1
-36;-12;19;1;1
-36;-12;20;0;1
-36;-12;21;1;1
-36;-12;22;0;1
-36;-12;23;0;1
-36;-12;24;1;1
-36;-12;26;1;1
-36;-12;30;0;1
-36;-12;32;0;1
-36;-12;33;1;1
-36;-12;34;1;1
-36;-12;35;0;1
-36;-12;36;0;1
-36;-11;12;1;1
-36;-11;16;0;1
-36;-11;18;0;1
-36;-11;19;1;1
-36;-11;20;0;1
-36;-11;22;1;1
-36;-11;23;0;1
-36;-11;27;1;1
-36;-11;29;1;1
-36;-11;30;0;1
-36;-11;31;0;1
-36;-11;32;1;1
-36;-11;33;0;1
-36;-11;34;0;1
-36;-11;36;1;1
-36;-11;38;0;1
-36;-11;39;0;1
-36;-10;16;0;1
-36;-10;17;0;1
-36;-10;22;1;1
-36;-10;23;1;1
-36;-10;30;1;1
-36;-10;32;0;1
-36;-10;33;0;1
-36;-10;37;0;1
-36;-9;12;1;1
-36;-9;15;0;1
-36;-9;16;1;1
-36;-9;17;1;1
-36;-9;18;1;1
-36;-9;22;0;1
-36;-9;27;0;1
-36;-9;28;1;1
-36;-9;31;0;1
-36;-9;32;0;1
-36;-9;33;0;1
-36;-9;39;1;1
-36;-8;12;0;1
-36;-8;16;1;1
-36;-8;18;0;1
-36;-8;19;1;1
-36;-8;25;0;1
-36;-8;26;1;1
-36;-8;28;0;1
-36;-8;29;0;1
-36;-8;31;1;1
-36;-8;35;0;1
-36;-8;36;0;1
-36;-8;37;0;1
-36;-8;38;0;1
-36;-7;12;1;1
-36;-7;13;0;1
-36;-7;18;1;1
-36;-7;20;1;1
-36;-7;23;1;1
-36;-7;24;1;1
-36;-7;25;0;1
-36;-7;26;1;1
-36;-7;33;0;1
-36;-7;35;1;1
-36;-7;37;0;1
-36;-6;13;0;1
-36;-6;15;0;1
-36;-6;17;1;1
-36;-6;18;1;1
-36;-6;20;1;1
-36;-6;22;1;1
-36;-6;25;0;1
-36;-6;26;0;1
-36;-6;27;0;1
-36;-6;31;0;1
-36;-6;32;0;1
-36;-6;37;0;1
-36;-6;38;0;1
-36;-6;39;0;1
-36;-5;14;0;1
-36;-5;17;1;1
-36;-5;18;0;1
-36;-5;21;0;1
-36;-5;22;1;1
-36;-5;29;1;1
-36;-5;34;0;1
-36;-5;35;0;1
-36;-5;36;1;1
-36;-4;12;1;1
-36;-4;13;1;1
-36;-4;15;1;1
-36;-4;16;0;1
-36;-4;18;0;1
-36;-4;26;1;1
-36;-4;28;0;1
-36;-4;30;0;1
-36;-4;31;1;1
-36;-4;33;0;1
-36;-4;34;0;1
-36;-4;35;0;1
-36;-4;36;0;1
-36;-4;37;0;1
-36;-4;38;0;1
-36;-4;39;0;1
-36;-3;12;1;1
-36;-3;13;1;1
-36;-3;16;1;1
-36;-3;18;1;1
-36;-3;20;0;1
-36;-3;23;0;1
-36;-3;26;1;1
-36;-3;28;1;1
-36;-3;32;0;1
-36;-3;35;0;1
-36;-3;36;1;1
-36;-3;38;0;1
-36;-3;39;0;1
-36;-2;12;1;1
-36;-2;16;0;1
-36;-2;20;1;1
-36;-2;21;0;1
-36;-2;26;1;1
-36;-2;28;1;1
-36;-2;34;0;1
-36;-2;36;0;1
-36;-2;37;0;1
-36;-1;13;1;1
-36;-1;16;1;1
-36;-1;19;1;1
-36;-1;20;0;1
-36;-1;21;1;1
-36;-1;22;1;1
-36;-1;25;1;1
-36;-1;28;1;1
-36;-1;30;0;1
-36;-1;31;1;1
-36;-1;32;1;1
-36;-1;34;0;1
-36;-1;36;1;1
-36;-1;37;0;1
-36;-1;38;0;1
-36;-1;39;1;1
-36;0;14;1;1
-36;0;15;1;1
-36;0;18;1;1
-36;0;19;0;1
-36;0;21;1;1
-36;0;26;0;1
-36;0;28;1;1
-36;0;29;0;1
-36;0;33;1;1
-36;0;35;0;1
-36;0;36;0;1
-36;0;38;0;1
-36;1;12;0;1
-36;1;15;1;1
-36;1;16;1;1
-36;1;18;0;1
-36;1;19;0;1
-36;1;22;0;1
-36;1;24;0;1
-36;1;26;1;1
-36;1;35;0;1
-36;1;37;0;1
-36;2;12;0;1
-36;2;16;0;1
-36;2;18;0;1
-36;2;20;0;1
-36;2;22;1;1
-36;2;27;1;1
-36;2;28;0;1
-36;2;29;1;1
-36;2;30;0;1
-36;2;36;1;1
-36;2;37;0;1
-36;3;12;1;1
-36;3;13;1;1
-36;3;14;0;1
-36;3;16;1;1
-36;3;17;0;1
-36;3;20;0;1
-36;3;22;1;1
-36;3;29;0;1
-36;3;30;1;1
-36;3;37;0;1
-36;3;39;1;1
-36;4;12;1;1
-36;4;14;1;1
-36;4;15;1;1
-36;4;16;0;1
-36;4;17;1;1
-36;4;20;0;1
-36;4;23;1;1
-36;4;24;0;1
-36;4;25;1;1
-36;4;26;0;1
-36;4;28;0;1
-36;4;29;1;1
-36;4;30;0;1
-36;4;31;1;1
-36;4;32;1;1
-36;4;33;0;1
-36;5;14;1;1
-36;5;17;0;1
-36;5;20;1;1
-36;5;21;0;1
-36;5;25;1;1
-36;5;27;0;1
-36;5;28;1;1
-36;5;37;1;1
-36;6;14;1;1
-36;6;15;1;1
-36;6;17;0;1
-36;6;19;0;1
-36;6;25;1;1
-36;6;31;0;1
-36;6;33;1;1
-36;6;34;0;1
-36;6;36;1;1
-36;7;13;0;1
-36;7;16;1;1
-36;7;17;0;1
-36;7;20;0;1
-36;7;22;0;1
-36;7;27;0;1
-36;7;29;1;1
-36;7;36;0;1
-36;7;38;0;1
-36;8;12;1;1
-36;8;14;1;1
-36;8;15;0;1
-36;8;17;1;1
-36;8;18;0;1
-36;8;19;0;1
-36;8;21;1;1
-36;8;24;1;1
-36;8;26;1;1
-36;8;27;0;1
-36;8;29;0;1
-36;8;30;0;1
-36;8;31;0;1
-36;8;32;0;1
-36;8;36;0;1
-36;8;37;0;1
-36;8;38;0;1
-36;9;12;1;1
-36;9;17;1;1
-36;9;20;1;1
-36;9;23;0;1
-36;9;26;1;1
-36;9;27;1;1
-36;9;29;1;1
-36;9;30;1;1
-36;9;32;1;1
-36;9;33;0;1
-36;9;36;0;1
-36;10;12;1;1
-36;10;15;0;1
-36;10;18;1;1
-36;10;19;0;1
-36;10;20;0;1
-36;10;24;0;1
-36;10;27;1;1
-36;10;28;0;1
-36;10;30;0;1
-36;10;31;1;1
-36;10;32;0;1
-36;10;33;0;1
-36;10;37;0;1
-36;10;38;0;1
-36;10;39;0;1
-36;11;12;1;1
-36;11;15;1;1
-36;11;18;1;1
-36;11;23;1;1
-36;11;24;1;1
-36;11;25;1;1
-36;11;26;1;1
-36;11;28;0;1
-36;11;30;1;1
-36;11;31;0;1
-36;11;33;0;1
-36;11;35;0;1
-36;11;37;0;1
-36;12;13;1;1
-36;12;18;1;1
-36;12;19;1;1
-36;12;20;1;1
-36;12;24;1;1
-36;12;27;1;1
-36;12;29;0;1
-36;12;31;1;1
-36;12;32;0;1
-36;12;33;0;1
-36;12;34;1;1
-36;12;35;1;1
-36;12;37;0;1
-36;13;12;1;1
-36;13;14;1;1
-36;13;15;1;1
-36;13;16;0;1
-36;13;22;1;1
-36;13;24;0;1
-36;13;25;1;1
-36;13;28;1;1
-36;13;31;0;1
-36;13;33;1;1
-36;13;34;1;1
-36;13;36;0;1
-36;13;37;1;1
-36;13;39;1;1
-35;-13;13;0;1
-35;-13;14;1;1
-35;-13;17;0;1
-35;-13;18;0;1
-35;-13;21;0;1
-35;-13;22;1;1
-35;-13;25;1;1
-35;-13;27;0;1
-35;-13;28;1;1
-35;-13;29;1;1
-35;-13;32;1;1
-35;-13;36;0;1
-35;-13;37;1;1
-35;-12;13;0;1
-35;-12;14;0;1
-35;-12;16;0;1
-35;-12;17;0;1
-35;-12;19;0;1
-35;-12;21;1;1
-35;-12;23;1;1
-35;-12;25;1;1
-35;-12;26;0;1
-35;-12;31;0;1
-35;-12;33;1;1
-35;-12;35;1;1
-35;-12;36;0;1
-35;-12;37;0;1
-35;-12;39;0;1
-35;-11;12;0;1
-35;-11;13;1;1
-35;-11;16;0;1
-35;-11;17;0;1
-35;-11;20;0;1
-35;-11;21;0;1
-35;-11;22;0;1
-35;-11;23;1;1
-35;-11;26;0;1
-35;-11;27;1;1
-35;-11;28;1;1
-35;-11;33;1;1
-35;-11;36;0;1
-35;-10;15;0;1
-35;-10;16;1;1
-35;-10;18;1;1
-35;-10;19;1;1
-35;-10;23;0;1
-35;-10;25;0;1
-35;-10;26;0;1
-35;-10;28;1;1
-35;-10;31;0;1
-35;-10;33;0;1
-35;-10;34;0;1
-35;-10;35;0;1
-35;-10;36;0;1
-35;-10;38;0;1
-35;-9;13;1;1
-35;-9;19;1;1
-35;-9;24;0;1
-35;-9;26;0;1
-35;-9;27;1;1
-35;-9;32;1;1
-35;-9;34;0;1
-35;-9;35;1;1
-35;-8;16;0;1
-35;-8;17;0;1
-35;-8;23;1;1
-35;-8;24;0;1
-35;-8;25;0;1
-35;-8;27;1;1
-35;-8;28;1;1
-35;-8;30;1;1
-35;-8;32;1;1
-35;-8;33;0;1
-35;-8;34;0;1
-35;-7;12;1;1
-35;-7;13;1;1
-35;-7;15;1;1
-35;-7;24;0;1
-35;-7;25;1;1
-35;-7;27;1;1
-35;-7;28;1;1
-35;-7;33;1;1
-35;-7;35;0;1
-35;-7;37;1;1
-35;-7;39;0;1
-35;-6;12;1;1
-35;-6;13;1;1
-35;-6;14;1;1
-35;-6;18;1;1
-35;-6;19;0;1
-35;-6;22;1;1
-35;-6;23;1;1
-35;-6;24;0;1
-35;-6;25;1;1
-35;-6;26;0;1
-35;-6;28;1;1
-35;-6;31;0;1
-35;-6;32;0;1
-35;-6;36;0;1
-35;-6;38;0;1
-35;-6;39;0;1
-35;-5;13;1;1
-35;-5;14;1;1
-35;-5;21;0;1
-35;-5;23;0;1
-35;-5;24;1;1
-35;-5;25;1;1
-35;-5;27;0;1
-35;-5;29;1;1
-35;-5;36;0;1
-35;-5;39;0;1
-35;-4;12;0;1
-35;-4;15;1;1
-35;-4;18;1;1
-35;-4;19;0;1
-35;-4;22;1;1
-35;-4;26;0;1
-35;-4;27;1;1
-35;-4;28;1;1
-35;-4;29;1;1
-35;-4;30;0;1
-35;-4;31;0;1
-35;-4;33;0;1
-35;-4;34;0;1
-35;-4;35;0;1
-35;-4;36;0;1
-35;-3;12;1;1
-35;-3;14;0;1
-35;-3;15;0;1
-35;-3;17;1;1
-35;-3;18;0;1
-35;-3;19;1;1
-35;-3;20;0;1
-35;-3;21;1;1
-35;-3;25;0;1
-35;-3;26;1;1
-35;-3;27;1;1
-35;-3;28;0;1
-35;-3;31;0;1
-35;-3;34;0;1
-35;-3;35;0;1
-35;-3;36;0;1
-35;-3;39;0;1
-35;-2;14;0;1
-35;-2;18;0;1
-35;-2;20;1;1
-35;-2;21;1;1
-35;-2;22;1;1
-35;-2;23;0;1
-35;-2;25;0;1
-35;-2;27;1;1
-35;-2;32;1;1
-35;-2;35;1;1
-35;-2;37;1;1
-35;-1;12;0;1
-35;-1;15;1;1
-35;-1;16;0;1
-35;-1;19;1;1
-35;-1;26;1;1
-35;-1;30;1;1
-35;-1;31;0;1
-35;-1;35;1;1
-35;-1;36;0;1
-35;-1;38;0;1
-35;0;14;0;1
-35;0;18;0;1
-35;0;20;0;1
-35;0;21;0;1
-35;0;24;0;1
-35;0;28;0;1
-35;0;29;1;1
-35;0;30;0;1
-35;0;31;0;1
-35;0;32;0;1
-35;0;33;0;1
-35;0;38;0;1
-35;1;12;0;1
-35;1;13;1;1
-35;1;16;0;1
-35;1;17;0;1
-35;1;18;1;1
-35;1;22;1;1
-35;1;23;1;1
-35;1;25;1;1
-35;1;26;0;1
-35;1;28;1;1
-35;1;30;0;1
-35;1;32;0;1
-35;1;33;1;1
-35;1;36;1;1
-35;2;12;1;1
-35;2;13;1;1
-35;2;14;1;1
-35;2;17;0;1
-35;2;18;1;1
-35;2;19;1;1
-35;2;25;0;1
-35;2;26;1;1
-35;2;29;0;1
-35;2;33;1;1
-35;2;34;0;1
-35;2;35;1;1
-35;2;39;0;1
-35;3;13;1;1
-35;3;15;0;1
-35;3;18;0;1
-35;3;20;1;1
-35;3;25;0;1
-35;3;27;1;1
-35;3;28;1;1
-35;3;30;0;1
-35;3;33;1;1
-35;3;34;1;1
-35;3;35;0;1
-35;3;38;0;1
-35;4;14;1;1
-35;4;16;1;1
-35;4;17;0;1
-35;4;24;0;1
-35;4;26;0;1
-35;4;27;0;1
-35;4;28;1;1
-35;4;29;1;1
-35;4;34;0;1
-35;4;37;1;1
-35;4;38;0;1
-35;5;12;1;1
-35;5;16;1;1
-35;5;17;0;1
-35;5;19;1;1
-35;5;21;0;1
-35;5;22;1;1
-35;5;24;1;1
-35;5;26;1;1
-35;5;30;0;1
-35;5;32;0;1
-35;5;34;0;1
-35;5;36;1;1
-35;6;12;1;1
-35;6;13;1;1
-35;6;14;1;1
-35;6;16;1;1
-35;6;21;1;1
-35;6;22;1;1
-35;6;26;0;1
-35;6;29;0;1
-35;6;31;0;1
-35;6;33;0;1
-35;6;36;0;1
-35;7;16;1;1
-35;7;18;1;1
-35;7;20;1;1
-35;7;21;1;1
-35;7;22;1;1
-35;7;25;0;1
-35;7;26;1;1
-35;7;27;1;1
-35;7;29;0;1
-35;7;30;0;1
-35;7;31;0;1
-35;7;32;0;1
-35;7;35;1;1
-35;7;37;1;1
-35;8;13;1;1
-35;8;15;0;1
-35;8;21;1;1
-35;8;25;1;1
-35;8;28;0;1
-35;8;33;0;1
-35;8;35;0;1
-35;8;37;0;1
-35;8;39;1;1
-35;9;14;1;1
-35;9;15;0;1
-35;9;17;1;1
-35;9;18;0;1
-35;9;23;1;1
-35;9;24;0;1
-35;9;29;1;1
-35;9;30;1;1
-35;9;32;0;1
-35;9;34;0;1
-35;9;36;0;1
-35;9;39;0;1
-35;10;12;0;1
-35;10;15;0;1
-35;10;16;1;1
-35;10;19;1;1
-35;10;20;1;1
-35;10;21;0;1
-35;10;26;1;1
-35;10;27;1;1
-35;10;28;0;1
-35;10;30;1;1
-35;10;36;1;1
-35;10;37;0;1
-35;10;38;0;1
-35;10;39;0;1
-35;11;12;1;1
-35;11;13;0;1
-35;11;16;1;1
-35;11;17;1;1
-35;11;18;1;1
-35;11;19;0;1
-35;11;24;0;1
-35;11;25;0;1
-35;11;26;1;1
-35;11;27;0;1
-35;11;28;0;1
-35;11;30;1;1
-35;11;33;1;1
-35;11;34;0;1
-35;11;35;0;1
-35;11;37;0;1
-35;11;38;0;1
-35;11;39;0;1
-35;12;13;0;1
-35;12;16;0;1
-35;12;17;0;1
-35;12;19;0;1
-35;12;22;1;1
-35;12;26;0;1
-35;12;29;0;1
-35;12;32;1;1
-35;12;37;0;1
-35;12;38;0;1
-35;12;39;0;1
-35;13;13;1;1
-35;13;17;0;1
-35;13;18;0;1
-35;13;21;0;1
-35;13;23;1;1
-35;13;25;1;1
-35;13;28;0;1
-35;13;29;1;1
-35;13;30;0;1
-35;13;31;0;1
-35;13;32;0;1
-35;13;33;0;1
-35;13;35;0;1
-35;13;36;1;1
-34;-13;12;0;1
-34;-13;13;0;1
-34;-13;15;1;1
-34;-13;16;0;1
-34;-13;17;1;1
-34;-13;21;1;1
-34;-13;22;0;1
-34;-13;25;0;1
-34;-13;26;1;1
-34;-13;27;1;1
-34;-13;28;1;1
-34;-13;32;0;1
-34;-13;36;1;1
-34;-13;39;0;1
-34;-12;13;0;1
-34;-12;14;1;1
-34;-12;15;1;1
-34;-12;18;1;1
-34;-12;20;0;1
-34;-12;22;1;1
-34;-12;23;0;1
-34;-12;27;1;1
-34;-12;28;1;1
-34;-12;32;1;1
-34;-12;34;0;1
-34;-12;37;0;1
-34;-12;38;0;1
-34;-11;13;1;1
-34;-11;15;0;1
-34;-11;19;1;1
-34;-11;22;0;1
-34;-11;24;0;1
-34;-11;25;0;1
-34;-11;32;1;1
-34;-11;35;0;1
-34;-11;36;0;1
-34;-11;37;0;1
-34;-10;16;1;1
-34;-10;17;0;1
-34;-10;19;1;1
-34;-10;20;1;1
-34;-10;24;0;1
-34;-10;26;0;1
-34;-10;29;0;1
-34;-10;30;1;1
-34;-10;33;0;1
-34;-10;34;1;1
-34;-10;36;0;1
-34;-10;37;0;1
-34;-10;38;0;1
-34;-9;12;0;1
-34;-9;13;1;1
-34;-9;15;1;1
-34;-9;20;0;1
-34;-9;22;1;1
-34;-9;23;0;1
-34;-9;27;0;1
-34;-9;31;0;1
-34;-9;36;0;1
-34;-9;38;0;1
-34;-9;39;0;1
-34;-8;12;0;1
-34;-8;13;1;1
-34;-8;14;1;1
-34;-8;18;0;1
-34;-8;20;1;1
-34;-8;21;1;1
-34;-8;22;0;1
-34;-8;25;0;1
-34;-8;26;0;1
-34;-8;27;0;1
-34;-8;29;0;1
-34;-8;30;1;1
-34;-8;33;1;1
-34;-8;34;0;1
-34;-8;36;0;1
-34;-8;39;0;1
-34;-7;20;0;1
-34;-7;23;1;1
-34;-7;24;1;1
-34;-7;25;0;1
-34;-7;26;0;1
-34;-7;27;0;1
-34;-7;29;1;1
-34;-7;30;1;1
-34;-7;33;1;1
-34;-7;38;0;1
-34;-6;14;0;1
-34;-6;16;0;1
-34;-6;20;0;1
-34;-6;21;1;1
-34;-6;25;1;1
-34;-6;26;0;1
-34;-6;28;1;1
-34;-6;29;0;1
-34;-6;30;1;1
-34;-6;32;1;1
-34;-6;34;1;1
-34;-6;37;0;1
-34;-5;12;1;1
-34;-5;15;1;1
-34;-5;22;1;1
-34;-5;24;0;1
-34;-5;25;0;1
-34;-5;27;1;1
-34;-5;28;0;1
-34;-5;30;0;1
-34;-5;32;0;1
-34;-5;35;0;1
-34;-5;36;0;1
-34;-5;37;1;1
-34;-4;12;1;1
-34;-4;14;0;1
-34;-4;22;0;1
-34;-4;24;1;1
-34;-4;25;1;1
-34;-4;27;0;1
-34;-4;28;0;1
-34;-4;30;1;1
